slope_runs,intercept_runs,adjust_runs,slope_wkts,intercept_wkts,adjust_wkts
2.0626183716511326e-06,0.9906823850417799,0.99149988937621,-5.785012661350197e-05,1.0173516837446648,1.0069147421865698
