bowlertype,host_x,host_y,f_run_factor,f_wkt_factor,run_factor_a2h_rev,wkt_factor_a2h_rev
seam,Namibia,England,1.0123977255025431,0.9624435335073924,0.9913615199178883,1.0011522354401527
seam,Namibia,Ghana,1.004900086403665,0.9688216012981261,0.998413876206192,0.9896357760280258
seam,Namibia,India,1.0147607270240704,1.006933986698659,0.9986957108525775,1.0192556236990342
seam,Namibia,Ireland,1.02715398316941,0.8465703355742562,1.0144903735879418,0.8425329334523849
seam,Namibia,Namibia,1.0,1.0,0.9768929266095062,1.046025182443246
seam,Namibia,Nepal,1.0602894719561788,0.96471669590898,1.0670292179157101,0.9179129799459311
seam,Namibia,Netherlands,1.027129141650124,0.9693542037426307,1.0360195622565551,1.0470870968825925
seam,Namibia,Pakistan,1.0083727736950447,0.9932018035940476,0.9896872015770026,0.9844212702619829
seam,Namibia,Scotland,1.0271898254117804,0.9451645732803785,1.0380583166694959,0.9466457379679639
seam,Namibia,Singapore,1.0148399104828003,0.9836081792744076,0.9947040762043423,0.9665498029062023
seam,Namibia,South Africa,1.0127001202004544,inf,1.0002770710253932,1.007950069506295
seam,Namibia,Sri Lanka,1.024178296777542,0.993926292364049,1.008235085970397,1.0378077430822068
seam,Namibia,United Arab Emirates,1.021664400996329,0.9948033308749388,0.9981974870029668,1.0298988755693232
seam,Namibia,United States of America,1.0091712149392418,1.027633111202085,0.9908249410642528,1.0136879099500733
seam,Namibia,West Indies,1.0196821782882315,0.9948045453548371,1.0041673348286493,0.9848568592532554
seam,Namibia,Zimbabwe,0.9934894874437701,0.9490067348740933,0.9733885344968741,0.9504840347993123
seam,Nepal,Australia,0.9478063452129198,1.0580351698033237,0.9907867965100212,1.008371270600028
seam,Nepal,Bangladesh,0.9861170833273148,inf,1.0338871394302898,0.9908474660281359
seam,Nepal,China,0.9702577259131978,1.0349165919979904,1.0081215084880886,1.0087586510068054
seam,Nepal,England,0.9542728195486188,1.0707337946935993,0.9913615199178883,1.0011522354401527
seam,Nepal,Ghana,0.975000613874033,0.9978951565055622,0.998413876206192,0.9896357760280258
seam,Nepal,India,0.9727529415363994,1.0507408222614425,0.9986957108525775,1.0192556236990342
seam,Nepal,Ireland,0.9638336939833761,0.9516693457500018,1.0144903735879418,0.8425329334523849
seam,Nepal,Namibia,0.9506555469171195,1.054386515202057,0.9768929266095063,1.046025182443246
seam,Nepal,Nepal,1.0,1.0,1.0670292179157101,0.9179129799459311
seam,Nepal,Netherlands,0.9690654593434266,1.0853357302238902,1.0360195622565551,1.0470870968825925
seam,Nepal,Oman,0.9519513126117634,1.0888683933987744,0.9578680355203469,1.0261251899905373
seam,Nepal,Scotland,0.9750970113736793,1.006144956813029,1.0380583166694959,0.9466457379679639
seam,Nepal,Singapore,0.9796362377355167,0.9992486188295496,0.9947040762043423,0.9665498029062023
seam,Nepal,Sri Lanka,0.9687443960805343,1.1256802731974342,1.008235085970397,1.0378077430822068
seam,Nepal,United Arab Emirates,0.9591325980157617,1.0774170143387254,0.9981974870029668,1.0298988755693232
seam,Nepal,United States of America,0.9531852940975156,1.0897297468893086,0.9908249410642528,1.0136879099500733
seam,Nepal,West Indies,0.9724411330275463,1.0872875218443434,1.0041673348286493,0.9848568592532554
seam,Nepal,Zimbabwe,0.9411327851454162,0.9753251732712407,0.9733885344968741,0.9504840347993123
seam,Netherlands,Australia,0.973008485479343,1.0002300458601288,0.9907867965100212,1.008371270600028
seam,Netherlands,Bangladesh,1.0104987945562909,0.9585836953188834,1.0338871394302898,0.9908474660281359
seam,Netherlands,England,0.9771017011798545,0.9861823192874848,0.9913615199178883,1.0011522354401527
seam,Netherlands,India,0.9895268023985819,1.005889621154309,0.9986957108525775,1.0192556236990342
seam,Netherlands,Ireland,0.9881292369236659,0.8790312937328671,1.0144903735879418,0.8425329334523849
seam,Netherlands,Namibia,0.9762533047708116,1.027569261771881,0.9768929266095063,1.046025182443246
seam,Netherlands,Nepal,1.0305854235526921,0.9358265078652663,1.0670292179157101,0.9179129799459311
seam,Netherlands,Netherlands,1.0,1.0,1.0360195622565551,1.0470870968825925
seam,Netherlands,New Zealand,0.975082167208598,0.9681084876433158,0.9978366506731261,0.965452245898266
seam,Netherlands,Oman,0.9588296556563711,0.9779176088859369,0.9578680355203469,1.0261251899905373
seam,Netherlands,Pakistan,0.9699398842226832,0.9706988204258806,0.9896872015770026,0.9844212702619829
seam,Netherlands,Scotland,0.9978139121252253,0.9608059407733149,1.0380583166694959,0.9466457379679639
seam,Netherlands,Singapore,0.9936633089667182,inf,0.9947040762043423,0.9665498029062023
seam,Netherlands,South Africa,0.976159129938187,1.0020132713124756,1.0002770710253932,1.007950069506295
seam,Netherlands,Sri Lanka,0.9875015109957097,0.9778700814996387,1.008235085970397,1.0378077430822068
seam,Netherlands,United Arab Emirates,0.9825268777838247,0.9725216653806106,0.9981974870029668,1.0298988755693232
seam,Netherlands,United States of America,0.9790515304948535,1.0163073111309493,0.9908249410642528,1.0136879099500733
seam,Netherlands,West Indies,0.9936679774945665,0.9731168103556437,1.0041673348286493,0.9848568592532554
seam,Netherlands,Zimbabwe,0.955670231895609,0.960009317167783,0.9733885344968741,0.9504840347993123
seam,New Zealand,Australia,1.0056767706725198,1.0052430345013323,0.9907867965100212,1.008371270600028
seam,New Zealand,Bangladesh,1.0131489437288501,1.033315499329651,1.0338871394302898,0.9908474660281359
seam,New Zealand,China,1.0096307003824354,1.0098620392486994,1.0081215084880886,1.0087586510068054
seam,New Zealand,England,1.0016046579356999,1.0214501630640758,0.9913615199178883,1.0011522354401527
seam,New Zealand,India,1.0124344316355907,1.028881222818436,0.9986957108525775,1.0192556236990342
seam,New Zealand,Ireland,1.0141833195043073,0.9553051107413468,1.0144903735879418,0.8425329334523849
seam,New Zealand,Netherlands,1.0179597991145761,1.0348322353304484,1.0360195622565551,1.0470870968825925
seam,New Zealand,New Zealand,1.0,1.0,0.9978366506731261,0.965452245898266
seam,New Zealand,Oman,0.9828881914772905,1.0428640817046342,0.9578680355203469,1.0261251899905373
seam,New Zealand,Pakistan,0.9857201205922435,1.0252577658579853,0.9896872015770026,0.9844212702619829
seam,New Zealand,Scotland,1.020799970263793,0.9961896737427578,1.0380583166694959,0.9466457379679639
seam,New Zealand,South Africa,1.0043309275628671,1.0398430203343354,1.0002770710253932,1.007950069506295
seam,New Zealand,Sri Lanka,1.0012575439262186,1.061086337544489,1.008235085970397,1.0378077430822068
seam,New Zealand,United Arab Emirates,0.9947094715394208,1.041463865871412,0.9981974870029668,1.0298988755693232
seam,New Zealand,United States of America,0.9835274205572055,1.1162734789121125,0.9908249410642528,1.0136879099500733
seam,New Zealand,West Indies,1.0012837355604078,1.0704840971143164,1.0041673348286493,0.9848568592532554
seam,New Zealand,Zimbabwe,0.9981501738498348,1.0044023227228895,0.9733885344968741,0.9504840347993123
seam,Oman,Australia,1.0231116842192878,0.9962301823368817,0.9907867965100212,1.008371270600028
seam,Oman,Bangladesh,1.049258550769278,0.9634751229628571,1.0338871394302898,0.9908474660281359
seam,Oman,China,1.0240039416857958,0.995614701650425,1.0081215084880886,1.0087586510068054
seam,Oman,England,1.0281479267002374,1.01086154759485,0.9913615199178883,1.0011522354401527
seam,Oman,India,1.0070142600659484,1.0006161489002383,0.9986957108525775,1.0192556236990342
seam,Oman,Ireland,1.0383360891495836,0.9077481982637807,1.0144903735879418,0.8425329334523849
seam,Oman,Nepal,1.0576100940415334,0.9348503146403363,1.0670292179157101,0.9179129799459311
seam,Oman,Netherlands,1.0472569294985006,1.016735850082269,1.0360195622565551,1.0470870968825925
seam,Oman,New Zealand,1.0350363060788317,0.9691080804251998,0.9978366506731261,0.965452245898266
seam,Oman,Oman,1.0,1.0,0.9578680355203468,1.0261251899905373
seam,Oman,Pakistan,1.0212326584435303,0.9465658815455921,0.9896872015770026,0.9844212702619829
seam,Oman,Scotland,1.0544787494640324,0.9482931843083771,1.0380583166694959,0.9466457379679639
seam,Oman,Singapore,1.009934065703771,0.96002548773372,0.9947040762043423,0.9665498029062023
seam,Oman,South Africa,1.0320679388419791,0.9967501705658647,1.0002770710253932,1.007950069506295
seam,Oman,Sri Lanka,1.025777437699755,1.0001542824773961,1.008235085970397,1.0378077430822068
seam,Oman,United Arab Emirates,1.0249901787954163,1.0065449346241628,0.9981974870029668,1.0298988755693232
seam,Oman,United States of America,0.9992474866963694,0.9703944187441964,0.9908249410642528,1.0136879099500733
seam,Oman,West Indies,1.0179344804065709,0.9771690451027176,1.0041673348286493,0.9848568592532554
seam,Oman,Zimbabwe,1.0163715516390837,0.9288569365378959,0.9733885344968741,0.9504840347993123
seam,Pakistan,Australia,0.9976434603530354,1.0096955523565818,0.9907867965100212,1.008371270600028
seam,Pakistan,Bangladesh,1.0234730773006895,1.0316747518092224,1.0338871394302898,0.9908474660281359
seam,Pakistan,China,1.0128297174736387,0.9905647146984556,1.0081215084880886,1.0087586510068054
seam,Pakistan,England,1.0094012401345054,0.9861200767309984,0.9913615199178883,1.0011522354401527
seam,Pakistan,India,1.0200615827267028,0.9937582042812031,0.9986957108525775,1.0192556236990342
seam,Pakistan,Ireland,1.021380934386493,0.9216135223047018,1.0144903735879418,0.8425329334523849
seam,Pakistan,Namibia,1.00151313700031,1.0022020980424295,0.9768929266095063,1.046025182443246
seam,Pakistan,Netherlands,1.0266793599922246,1.0032196618483333,1.0360195622565551,1.0470870968825925
seam,Pakistan,New Zealand,1.0172616295556205,0.9799308386112046,0.9978366506731261,0.965452245898266
seam,Pakistan,Oman,0.9915410746650734,1.049178869770632,0.9578680355203469,1.0261251899905373
seam,Pakistan,Pakistan,1.0,1.0,0.9896872015770026,0.984421270261983
seam,Pakistan,Scotland,1.028105132424983,0.9673212374288553,1.0380583166694959,0.9466457379679639
seam,Pakistan,Singapore,1.0022415421986424,1.028181650608986,0.9947040762043423,0.9665498029062023
seam,Pakistan,South Africa,1.0139825376188696,0.9938899921983159,1.0002770710253932,1.007950069506295
seam,Pakistan,Sri Lanka,1.0151000554355376,1.0790021629436897,1.008235085970397,1.0378077430822068
seam,Pakistan,United Arab Emirates,1.0014932015099043,1.052935463212978,0.9981974870029668,1.0298988755693232
seam,Pakistan,United States of America,0.9902996844419616,1.037013633529502,0.9908249410642528,1.0136879099500733
seam,Pakistan,West Indies,1.0099939702701135,1.0236808918796063,1.0041673348286493,0.9848568592532554
seam,Pakistan,Zimbabwe,0.9962621432902562,0.9790591928195335,0.9733885344968741,0.9504840347993123
seam,Scotland,Australia,0.9770438942686074,1.0487190500267909,0.9907867965100212,1.008371270600028
seam,Scotland,Bangladesh,1.004087373317745,1.0590743724803409,1.0338871394302898,0.9908474660281359
seam,Scotland,England,0.9765026316880769,1.0358470754675995,0.9913615199178883,1.0011522354401527
seam,Scotland,India,0.9930509941775129,1.0245274922923577,0.9986957108525775,1.0192556236990342
seam,Scotland,Ireland,0.9865306564381663,0.9272858907381537,1.0144903735879418,0.8425329334523849
seam,Scotland,Namibia,0.9761318361886407,1.0615846096652535,0.9768929266095063,1.046025182443246
seam,Scotland,Nepal,1.023869893795126,inf,1.0670292179157101,0.9179129799459311
seam,Scotland,Netherlands,0.994192501131947,1.049397233604546,1.0360195622565551,1.0470870968825925
seam,Scotland,New Zealand,0.9729467652403816,1.0212010635534792,0.9978366506731261,0.965452245898266
seam,Scotland,Oman,0.9514629971481542,1.0740559543485426,0.9578680355203469,1.0261251899905373
seam,Scotland,Pakistan,0.9637051246097691,1.0633035131274546,0.9896872015770026,0.9844212702619829
seam,Scotland,Scotland,1.0,1.0,1.0380583166694959,0.9466457379679638
seam,Scotland,Singapore,0.9881355670435514,1.0283370439710837,0.9947040762043423,0.9665498029062023
seam,Scotland,South Africa,0.977743701176229,1.057614427570235,1.0002770710253932,1.007950069506295
seam,Scotland,Sri Lanka,0.9798691758311727,1.0758769258538559,1.008235085970397,1.0378077430822068
seam,Scotland,United Arab Emirates,0.9773407021819169,1.0847049368800852,0.9981974870029668,1.0298988755693232
seam,Scotland,United States of America,0.9785158861184775,1.061991971010287,0.9908249410642528,1.0136879099500733
seam,Scotland,West Indies,0.9905379499905896,1.031973601183277,1.0041673348286493,0.9848568592532554
seam,Scotland,Zimbabwe,0.9589138416685087,1.0130355128266457,0.9733885344968741,0.9504840347993123
seam,Singapore,Australia,0.9886674018526088,1.020442649156744,0.9907867965100212,1.008371270600028
seam,Singapore,Bangladesh,1.0208021178614257,1.0278218812732278,1.0338871394302898,0.9908474660281359
seam,Singapore,China,1.0013549884746349,1.019779791721331,1.0081215084880886,1.0087586510068054
seam,Singapore,India,0.9966340366597564,1.0201308934055515,0.9986957108525775,1.0192556236990342
seam,Singapore,Ireland,1.0039613114731603,0.9255816096495287,1.0144903735879418,0.8425329334523849
seam,Singapore,Namibia,0.986824243054771,1.033056366037665,0.9768929266095063,1.046025182443246
seam,Singapore,Nepal,1.024434583201327,1.0155178279453334,1.0670292179157101,0.9179129799459311
seam,Singapore,Netherlands,1.0073178271401015,1.0429052220182384,1.0360195622565551,1.0470870968825925
seam,Singapore,Oman,0.9919860391419077,1.0625548496385195,0.9578680355203469,1.0261251899905373
seam,Singapore,Pakistan,1.0001396039184947,1.0012661371205895,0.9896872015770026,0.9844212702619829
seam,Singapore,Scotland,1.013291711563318,0.9859725424920486,1.0380583166694959,0.9466457379679639
