nationality,host_2,host,run_factor,wkt_factor,all_away_runs_factor,all_away_wkts_factor
West Indies,West Indies,Pakistan,1.0414041441148563,0.9977360850128172,1.0124877257747285,1.0031865927416075
West Indies,West Indies,South Africa,1.0326417641492562,0.9847887311824028,1.0124877257747285,1.0031865927416075
West Indies,West Indies,Sri Lanka,1.031199141951842,0.9894214607661893,1.0124877257747285,1.0031865927416075
West Indies,West Indies,United Arab Emirates,1.0491846099149378,0.986689995922801,1.0124877257747285,1.0031865927416075
West Indies,West Indies,United States of America,1.0134352859501827,1.0084900604178297,1.0124877257747285,1.0031865927416075
West Indies,West Indies,West Indies,1.0,1.0,1.0124877257747285,1.0031865927416075
Zimbabwe,Zimbabwe,Australia,1.0013008582420915,0.9875763520674956,1.0124877257747285,1.0031865927416075
Zimbabwe,Zimbabwe,Bangladesh,0.9871185757794572,0.9983896652485164,1.0124877257747285,1.0031865927416075
Zimbabwe,Zimbabwe,England,1.0016557037570417,0.9574357478385912,1.0124877257747285,1.0031865927416075
Zimbabwe,Zimbabwe,India,0.9975194278920659,0.9943044143051423,1.0124877257747285,1.0031865927416075
Zimbabwe,Zimbabwe,Ireland,0.9977753447272917,0.9794743685564966,1.0124877257747285,1.0031865927416075
Zimbabwe,Zimbabwe,Namibia,1.003902721234286,0.9830896754093181,1.0124877257747285,1.0031865927416075
Zimbabwe,Zimbabwe,Pakistan,0.9914323643117772,1.0036705576394247,1.0124877257747285,1.0031865927416075
Zimbabwe,Zimbabwe,Scotland,1.003476628370191,0.9752807040866521,1.0124877257747285,1.0031865927416075
Zimbabwe,Zimbabwe,Sri Lanka,0.9880484392774,1.0012686218991675,1.0124877257747285,1.0031865927416075
Zimbabwe,Zimbabwe,United Arab Emirates,0.988493457058757,0.9969939503305377,1.0124877257747285,1.0031865927416075
Zimbabwe,Zimbabwe,United States of America,1.0100225778196568,0.976054796401717,1.0124877257747285,1.0031865927416075
Zimbabwe,Zimbabwe,West Indies,1.0037021223187657,1.0057732304524485,1.0124877257747285,1.0031865927416075
Zimbabwe,Zimbabwe,Zimbabwe,1.0,1.0,1.0124877257747285,1.0031865927416075
