ord,totalInningWickets,inningBallsRemaining,predictedBallsFacedToCome,R19,inningNumber,fxbRunsAdjustRatio,fxbWktsAdjustRatio
2.0,4.0,1.0,1.8215107965193837,10,1,1.0,1.0
2.0,4.0,1.0,1.8215107965193837,10,2,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,0,1,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,0,2,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,1,1,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,1,2,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,2,1,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,2,2,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,3,1,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,3,2,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,4,1,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,4,2,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,5,1,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,5,2,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,6,1,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,6,2,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,7,1,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,7,2,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,8,1,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,8,2,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,9,1,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,9,2,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,10,1,1.0,1.0
2.0,5.0,1.0,1.7248634656083337,10,2,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,0,1,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,0,2,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,1,1,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,1,2,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,2,1,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,2,2,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,3,1,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,3,2,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,4,1,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,4,2,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,5,1,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,5,2,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,6,1,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,6,2,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,7,1,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,7,2,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,8,1,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,8,2,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,9,1,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,9,2,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,10,1,1.0,1.0
2.0,6.0,1.0,1.8265149889235168,10,2,1.0,1.0
2.0,7.0,1.0,2.190736116752824,0,1,1.0,1.0
2.0,7.0,1.0,2.190736116752824,0,2,1.0,1.0
2.0,7.0,1.0,2.190736116752824,1,1,1.0,1.0
2.0,7.0,1.0,2.190736116752824,1,2,1.0,1.0
2.0,7.0,1.0,2.190736116752824,2,1,1.0,1.0
2.0,7.0,1.0,2.190736116752824,2,2,1.0,1.0
2.0,7.0,1.0,2.190736116752824,3,1,1.0,1.0
2.0,7.0,1.0,2.190736116752824,3,2,1.0,1.0
2.0,7.0,1.0,2.190736116752824,4,1,1.0,1.0
2.0,7.0,1.0,2.190736116752824,4,2,1.0,1.0
2.0,7.0,1.0,2.190736116752824,5,1,1.0,1.0
2.0,7.0,1.0,2.190736116752824,5,2,1.0,1.0
2.0,7.0,1.0,2.190736116752824,6,1,1.0,1.0
2.0,7.0,1.0,2.190736116752824,6,2,1.0,1.0
2.0,7.0,1.0,2.190736116752824,7,1,1.0,1.0
2.0,7.0,1.0,2.190736116752824,7,2,1.0,1.0
2.0,7.0,1.0,2.190736116752824,8,1,1.0,1.0
2.0,7.0,1.0,2.190736116752824,8,2,1.0,1.0
2.0,7.0,1.0,2.190736116752824,9,1,1.0,1.0
2.0,7.0,1.0,2.190736116752824,9,2,1.0,1.0
2.0,7.0,1.0,2.190736116752824,10,1,1.0,1.0
2.0,7.0,1.0,2.190736116752824,10,2,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,0,1,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,0,2,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,1,1,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,1,2,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,2,1,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,2,2,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,3,1,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,3,2,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,4,1,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,4,2,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,5,1,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,5,2,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,6,1,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,6,2,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,7,1,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,7,2,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,8,1,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,8,2,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,9,1,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,9,2,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,10,1,1.0,1.0
2.0,8.0,1.0,2.8304115968225974,10,2,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,0,1,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,0,2,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,1,1,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,1,2,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,2,1,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,2,2,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,3,1,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,3,2,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,4,1,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,4,2,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,5,1,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,5,2,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,6,1,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,6,2,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,7,1,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,7,2,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,8,1,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,8,2,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,9,1,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,9,2,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,10,1,1.0,1.0
2.0,9.0,1.0,3.7070401742976125,10,2,1.0,1.0
3.0,1.0,1.0,1.1386251047841691,0,1,0.926830392571496,0.8046590161280496
