nationality,host_2,host,run_factor,wkt_factor,all_away_runs_factor,all_away_wkts_factor
Australia,Australia,Australia,1.0,1.0,1.013192750745889,0.9626003979550803
Australia,Australia,Bangladesh,0.9903227013560598,0.9288480737488739,1.013192750745889,0.9626003979550803
Australia,Australia,England,0.9705390110304487,0.921575459233695,1.013192750745889,0.9626003979550803
Australia,Australia,Hong Kong,1.0019861454330585,0.9409601075087498,1.013192750745889,0.9626003979550803
Australia,Australia,India,0.9943968537617565,0.9083915258466776,1.013192750745889,0.9626003979550803
Australia,Australia,Malaysia,0.9962590852588206,0.9512288538349325,1.013192750745889,0.9626003979550803
Australia,Australia,New Zealand,0.9999005467007512,0.9013271890213523,1.013192750745889,0.9626003979550803
Australia,Australia,South Africa,0.9972751465472028,0.9552438268573555,1.013192750745889,0.9626003979550803
Australia,Australia,Sri Lanka,0.9937889245313112,0.9263712946106714,1.013192750745889,0.9626003979550803
Australia,Australia,United Arab Emirates,0.9924645832004655,0.9239247783894411,1.013192750745889,0.9626003979550803
Australia,Australia,West Indies,0.9981376114259394,0.9863224504821666,1.013192750745889,0.9626003979550803
Bangladesh,Bangladesh,Bangladesh,1.0,1.0,1.013192750745889,0.9626003979550805
Bangladesh,Bangladesh,China,0.9976747845793136,0.9343785846130369,1.013192750745889,0.9626003979550805
Bangladesh,Bangladesh,India,1.0043771779503408,0.9347538634892043,1.013192750745889,0.9626003979550805
Bangladesh,Bangladesh,Malaysia,1.0028280913822951,0.9336651918338547,1.013192750745889,0.9626003979550805
Bangladesh,Bangladesh,New Zealand,1.0119899413678313,0.905991738456768,1.013192750745889,0.9626003979550805
Bangladesh,Bangladesh,South Africa,0.999398801545668,0.9565744395265828,1.013192750745889,0.9626003979550805
Bangladesh,Bangladesh,Sri Lanka,1.0073986708275795,0.9253852968719852,1.013192750745889,0.9626003979550805
Bangladesh,Bangladesh,United Arab Emirates,1.0028945229200916,0.9294605773677942,1.013192750745889,0.9626003979550805
England,England,Australia,1.038124337135429,0.9770396039536998,1.013192750745889,0.9626003979550803
England,England,England,1.0,1.0,1.013192750745889,0.9626003979550803
England,England,Hong Kong,1.019801517509415,0.97755580185156,1.013192750745889,0.9626003979550803
England,England,India,1.0053138675569855,1.0032697685009906,1.013192750745889,0.9626003979550803
England,England,Malaysia,1.0177530690630685,0.9791301589039694,1.013192750745889,0.9626003979550803
England,England,New Zealand,1.017554650468278,0.9435814293258121,1.013192750745889,0.9626003979550803
England,England,South Africa,1.0191014087965116,0.9791011970649831,1.013192750745889,0.9626003979550803
England,England,Sri Lanka,1.0112987787638694,0.9971711908611691,1.013192750745889,0.9626003979550803
England,England,United Arab Emirates,1.0108023761300742,0.998574717436142,1.013192750745889,0.9626003979550803
England,England,West Indies,1.013022652877602,0.9880096318542477,1.013192750745889,0.9626003979550803
India,India,Australia,1.009256052338813,0.9642941725137217,1.013192750745889,0.9626003979550805
India,India,Bangladesh,0.9820938316384915,0.9477707077710895,1.013192750745889,0.9626003979550805
India,India,China,0.9861729210725546,0.936147647397814,1.013192750745889,0.9626003979550805
