balls_bowled_career,runs_weight_curve,wkts_weight_curve
3751,0.938055135,0.932289628
3752,0.938101052,0.932338214
3753,0.938146935,0.932386765
3754,0.938192785,0.932435281
3755,0.9382386,0.932483763
3756,0.938284382,0.932532209
3757,0.938330129,0.932580621
3758,0.938375843,0.932628998
3759,0.938421523,0.932677341
3760,0.938467169,0.932725648
3761,0.938512781,0.932773921
3762,0.938558359,0.93282216
3763,0.938603903,0.932870364
3764,0.938649414,0.932918533
3765,0.938694891,0.932966667
3766,0.938740334,0.933014768
3767,0.938785744,0.933062833
3768,0.93883112,0.933110864
3769,0.938876462,0.933158861
3770,0.938921771,0.933206823
3771,0.938967046,0.933254751
3772,0.939012287,0.933302644
3773,0.939057495,0.933350503
3774,0.93910267,0.933398328
3775,0.93914781,0.933446118
3776,0.939192918,0.933493875
3777,0.939237992,0.933541596
3778,0.939283033,0.933589284
3779,0.93932804,0.933636937
3780,0.939373014,0.933684557
3781,0.939417954,0.933732142
3782,0.939462862,0.933779692
3783,0.939507736,0.933827209
3784,0.939552576,0.933874692
3785,0.939597384,0.93392214
3786,0.939642158,0.933969555
3787,0.939686899,0.934016935
3788,0.939731607,0.934064282
3789,0.939776282,0.934111594
3790,0.939820924,0.934158873
3791,0.939865532,0.934206118
3792,0.939910108,0.934253328
3793,0.93995465,0.934300505
3794,0.939999159,0.934347648
3795,0.940043636,0.934394757
3796,0.940088079,0.934441833
3797,0.94013249,0.934488874
3798,0.940176867,0.934535882
3799,0.940221212,0.934582856
3800,0.940265524,0.934629797
3801,0.940309803,0.934676703
3802,0.940354049,0.934723577
3803,0.940398263,0.934770416
3804,0.940442443,0.934817222
3805,0.940486591,0.934863994
3806,0.940530706,0.934910733
3807,0.940574789,0.934957438
3808,0.940618838,0.93500411
3809,0.940662855,0.935050748
3810,0.94070684,0.935097352
3811,0.940750792,0.935143924
3812,0.940794711,0.935190461
3813,0.940838598,0.935236966
3814,0.940882452,0.935283437
3815,0.940926274,0.935329875
3816,0.940970063,0.935376279
3817,0.941013819,0.93542265
3818,0.941057544,0.935468988
3819,0.941101236,0.935515292
3820,0.941144895,0.935561564
3821,0.941188522,0.935607802
3822,0.941232117,0.935654007
3823,0.94127568,0.935700179
3824,0.94131921,0.935746317
3825,0.941362708,0.935792423
3826,0.941406173,0.935838495
3827,0.941449607,0.935884535
3828,0.941493008,0.935930541
3829,0.941536377,0.935976515
3830,0.941579714,0.936022455
3831,0.941623019,0.936068362
3832,0.941666292,0.936114237
3833,0.941709532,0.936160078
3834,0.941752741,0.936205887
3835,0.941795918,0.936251663
3836,0.941839062,0.936297406
3837,0.941882175,0.936343116
3838,0.941925255,0.936388793
3839,0.941968304,0.936434438
3840,0.942011321,0.93648005
3841,0.942054306,0.936525629
3842,0.942097259,0.936571175
3843,0.94214018,0.936616689
3844,0.942183069,0.93666217
3845,0.942225927,0.936707618
3846,0.942268753,0.936753034
3847,0.942311547,0.936798417
3848,0.942354309,0.936843768
3849,0.94239704,0.936889086
3850,0.942439739,0.936934372
3851,0.942482406,0.936979625
3852,0.942525042,0.937024845
3853,0.942567646,0.937070033
3854,0.942610218,0.937115189
3855,0.942652759,0.937160312
3856,0.942695269,0.937205403
3857,0.942737747,0.937250462
3858,0.942780193,0.937295488
3859,0.942822608,0.937340482
3860,0.942864992,0.937385444
3861,0.942907344,0.937430373
3862,0.942949664,0.93747527
3863,0.942991954,0.937520135
3864,0.943034212,0.937564968
3865,0.943076438,0.937609769
3866,0.943118634,0.937654537
3867,0.943160798,0.937699273
3868,0.943202931,0.937743978
3869,0.943245032,0.93778865
3870,0.943287103,0.93783329
3871,0.943329142,0.937877898
3872,0.94337115,0.937922474
3873,0.943413127,0.937967018
3874,0.943455073,0.93801153
3875,0.943496987,0.93805601
3876,0.943538871,0.938100459
3877,0.943580723,0.938144875
3878,0.943622545,0.938189259
3879,0.943664336,0.938233612
3880,0.943706095,0.938277933
3881,0.943747824,0.938322222
3882,0.943789521,0.938366479
3883,0.943831188,0.938410704
3884,0.943872824,0.938454898
3885,0.943914429,0.93849906
3886,0.943956003,0.93854319
3887,0.943997547,0.938587289
3888,0.944039059,0.938631356
3889,0.944080541,0.938675392
3890,0.944121992,0.938719395
3891,0.944163412,0.938763368
3892,0.944204802,0.938807308
3893,0.944246161,0.938851217
3894,0.944287489,0.938895095
3895,0.944328787,0.938938941
3896,0.944370054,0.938982756
3897,0.94441129,0.939026539
3898,0.944452496,0.939070291
3899,0.944493672,0.939114011
3900,0.944534816,0.9391577
3901,0.944575931,0.939201358
3902,0.944617015,0.939244984
3903,0.944658068,0.93928858
3904,0.944699091,0.939332143
3905,0.944740084,0.939375676
3906,0.944781046,0.939419177
3907,0.944821977,0.939462647
3908,0.944862879,0.939506086
3909,0.94490375,0.939549494
3910,0.944944591,0.93959287
3911,0.944985401,0.939636216
3912,0.945026182,0.93967953
3913,0.945066932,0.939722814
3914,0.945107652,0.939766066
3915,0.945148341,0.939809287
3916,0.945189001,0.939852477
3917,0.94522963,0.939895636
3918,0.94527023,0.939938764
3919,0.945310799,0.939981862
3920,0.945351338,0.940024928
3921,0.945391847,0.940067963
3922,0.945432326,0.940110968
3923,0.945472775,0.940153942
3924,0.945513194,0.940196885
3925,0.945553583,0.940239797
3926,0.945593942,0.940282678
3927,0.945634272,0.940325528
3928,0.945674571,0.940368348
3929,0.94571484,0.940411137
3930,0.94575508,0.940453895
3931,0.94579529,0.940496623
3932,0.94583547,0.94053932
3933,0.94587562,0.940581986
3934,0.94591574,0.940624622
3935,0.945955831,0.940667227
3936,0.945995892,0.940709802
3937,0.946035923,0.940752346
3938,0.946075925,0.940794859
3939,0.946115897,0.940837342
3940,0.946155839,0.940879795
3941,0.946195752,0.940922217
3942,0.946235635,0.940964608
3943,0.946275489,0.941006969
3944,0.946315313,0.9410493
3945,0.946355107,0.9410916
3946,0.946394872,0.94113387
3947,0.946434608,0.94117611
3948,0.946474314,0.94121832
3949,0.94651399,0.941260499
3950,0.946553638,0.941302648
3951,0.946593255,0.941344766
3952,0.946632844,0.941386854
3953,0.946672403,0.941428913
3954,0.946711933,0.941470941
3955,0.946751433,0.941512938
3956,0.946790905,0.941554906
3957,0.946830346,0.941596844
3958,0.946869759,0.941638751
3959,0.946909143,0.941680629
3960,0.946948497,0.941722476
3961,0.946987822,0.941764293
3962,0.947027118,0.941806081
3963,0.947066385,0.941847838
3964,0.947105623,0.941889565
3965,0.947144831,0.941931263
3966,0.947184011,0.94197293
3967,0.947223162,0.942014568
3968,0.947262283,0.942056176
3969,0.947301376,0.942097754
3970,0.947340439,0.942139302
3971,0.947379474,0.94218082
3972,0.94741848,0.942222308
3973,0.947457456,0.942263767
3974,0.947496404,0.942305196
3975,0.947535323,0.942346595
3976,0.947574213,0.942387965
3977,0.947613075,0.942429305
3978,0.947651907,0.942470615
3979,0.947690711,0.942511895
3980,0.947729486,0.942553146
3981,0.947768232,0.942594367
3982,0.94780695,0.942635559
3983,0.947845638,0.942676721
3984,0.947884299,0.942717854
3985,0.94792293,0.942758957
3986,0.947961533,0.942800031
3987,0.948000107,0.942841075
3988,0.948038653,0.94288209
3989,0.94807717,0.942923075
3990,0.948115658,0.942964031
3991,0.948154118,0.943004957
3992,0.94819255,0.943045854
3993,0.948230953,0.943086722
3994,0.948269327,0.94312756
3995,0.948307673,0.943168369
3996,0.948345991,0.943209149
3997,0.94838428,0.9432499
3998,0.948422541,0.943290621
3999,0.948460773,0.943331313
4000,0.948498978,0.943371976
