balls_faced_host,run_factor_smooth,wkt_factor_smooth
2798,1.010750516,0.963838048
2799,1.010750516,0.963838048
2800,1.010750516,0.963838048
2801,1.010750516,0.963838048
2802,1.010750516,0.963838048
2803,1.010750516,0.963838048
2804,1.010750516,0.963838048
2805,1.010750516,0.963838048
2806,1.010750516,0.963838048
2807,1.010750516,0.963838048
2808,1.010750516,0.963838048
2809,1.010750516,0.963838048
2810,1.010750516,0.963838048
2811,1.010750516,0.963838048
2812,1.010750516,0.963838048
2813,1.010750516,0.963838048
2814,1.010750516,0.963838048
2815,1.010750516,0.963838048
2816,1.010750516,0.963838048
2817,1.010750516,0.963838048
2818,1.010750516,0.963838048
2819,1.010750516,0.963838048
2820,1.010750516,0.963838048
2821,1.010750516,0.963838048
2822,1.010750516,0.963838048
2823,1.010750516,0.963838048
2824,1.010750516,0.963838048
2825,1.010750516,0.963838048
2826,1.010750516,0.963838048
2827,1.010750516,0.963838048
2828,1.010750516,0.963838048
2829,1.010750516,0.963838048
2830,1.010750516,0.963838048
2831,1.010750516,0.963838048
2832,1.010750516,0.963838048
2833,1.010750516,0.963838048
2834,1.010750516,0.963838048
2835,1.010750516,0.963838048
2836,1.010750516,0.963838048
2837,1.010750516,0.963838048
2838,1.010750516,0.963838048
2839,1.010750516,0.963838048
2840,1.010750516,0.963838048
2841,1.010750516,0.963838048
2842,1.010750516,0.963838048
2843,1.010750516,0.963838048
2844,1.010750516,0.963838048
2845,1.010750516,0.963838048
2846,1.010750516,0.963838048
2847,1.010750516,0.963838048
2848,1.010750516,0.963838048
2849,1.010750516,0.963838048
2850,1.010750516,0.963838048
2851,1.010750516,0.963838048
2852,1.010750516,0.963838048
2853,1.010750516,0.963838048
2854,1.010750516,0.963838048
2855,1.010750516,0.963838048
2856,1.010750516,0.963838048
2857,1.010750516,0.963838048
2858,1.010750516,0.963838048
2859,1.010750516,0.963838048
2860,1.010750516,0.963838048
2861,1.010750516,0.963838048
2862,1.010750516,0.963838048
2863,1.010750516,0.963838048
2864,1.010750516,0.963838048
2865,1.010750516,0.963838048
2866,1.010750516,0.963838048
2867,1.010750516,0.963838048
2868,1.010750516,0.963838048
2869,1.010750516,0.963838048
2870,1.010750516,0.963838048
2871,1.010750516,0.963838048
2872,1.010750516,0.963838048
2873,1.010750516,0.963838048
2874,1.010750516,0.963838048
2875,1.010750516,0.963838048
2876,1.010750516,0.963838048
2877,1.010750516,0.963838048
2878,1.010750516,0.963838048
2879,1.010750516,0.963838048
2880,1.010750516,0.963838048
2881,1.010750516,0.963838048
2882,1.010750516,0.963838048
2883,1.010750516,0.963838048
2884,1.010750516,0.963838048
2885,1.010750516,0.963838048
2886,1.010750516,0.963838048
2887,1.010750516,0.963838048
2888,1.010750516,0.963838048
2889,1.010750516,0.963838048
2890,1.010750516,0.963838048
2891,1.010750516,0.963838048
2892,1.010750516,0.963838048
2893,1.010750516,0.963838048
2894,1.010750516,0.963838048
2895,1.010750516,0.963838048
2896,1.010750516,0.963838048
2897,1.010750516,0.963838048
2898,1.010750516,0.963838048
2899,1.010750516,0.963838048
2900,1.010750516,0.963838048
2901,1.010750516,0.963838048
2902,1.010750516,0.963838048
2903,1.010750516,0.963838048
2904,1.010750516,0.963838048
2905,1.010750516,0.963838048
2906,1.010750516,0.963838048
2907,1.010750516,0.963838048
2908,1.010750516,0.963838048
2909,1.010750516,0.963838048
2910,1.010750516,0.963838048
2911,1.010750516,0.963838048
2912,1.010750516,0.963838048
2913,1.010750516,0.963838048
2914,1.010750516,0.963838048
2915,1.010750516,0.963838048
2916,1.010750516,0.963838048
2917,1.010750516,0.963838048
2918,1.010750516,0.963838048
2919,1.010750516,0.963838048
2920,1.010750516,0.963838048
2921,1.010750516,0.963838048
2922,1.010750516,0.963838048
2923,1.010750516,0.963838048
2924,1.010750516,0.963838048
2925,1.010750516,0.963838048
2926,1.010750516,0.963838048
2927,1.010750516,0.963838048
2928,1.010750516,0.963838048
2929,1.010750516,0.963838048
2930,1.010750516,0.963838048
2931,1.010750516,0.963838048
2932,1.010750516,0.963838048
2933,1.010750516,0.963838048
2934,1.010750516,0.963838048
2935,1.010750516,0.963838048
2936,1.010750516,0.963838048
2937,1.010750516,0.963838048
2938,1.010750516,0.963838048
2939,1.010750516,0.963838048
2940,1.010750516,0.963838048
2941,1.010750516,0.963838048
2942,1.010750516,0.963838048
2943,1.010750516,0.963838048
2944,1.010750516,0.963838048
2945,1.010750516,0.963838048
2946,1.010750516,0.963838048
2947,1.010750516,0.963838048
2948,1.010750516,0.963838048
2949,1.010750516,0.963838048
2950,1.010750516,0.963838048
2951,1.010750516,0.963838048
2952,1.010750516,0.963838048
2953,1.010750516,0.963838048
2954,1.010750516,0.963838048
2955,1.010750516,0.963838048
2956,1.010750516,0.963838048
2957,1.010750516,0.963838048
2958,1.010750516,0.963838048
2959,1.010750516,0.963838048
2960,1.010750516,0.963838048
2961,1.010750516,0.963838048
2962,1.010750516,0.963838048
2963,1.010750516,0.963838048
2964,1.010750516,0.963838048
2965,1.010750516,0.963838048
2966,1.010750516,0.963838048
2967,1.010750516,0.963838048
2968,1.010750516,0.963838048
2969,1.010750516,0.963838048
2970,1.010750516,0.963838048
2971,1.010750516,0.963838048
2972,1.010750516,0.963838048
2973,1.010750516,0.963838048
2974,1.010750516,0.963838048
2975,1.010750516,0.963838048
2976,1.010750516,0.963838048
2977,1.010750516,0.963838048
2978,1.010750516,0.963838048
2979,1.010750516,0.963838048
2980,1.010750516,0.963838048
2981,1.010750516,0.963838048
2982,1.010750516,0.963838048
2983,1.010750516,0.963838048
2984,1.010750516,0.963838048
2985,1.010750516,0.963838048
2986,1.010750516,0.963838048
2987,1.010750516,0.963838048
2988,1.010750516,0.963838048
2989,1.010750516,0.963838048
2990,1.010750516,0.963838048
2991,1.010750516,0.963838048
2992,1.010750516,0.963838048
2993,1.010750516,0.963838048
2994,1.010750516,0.963838048
2995,1.010750516,0.963838048
2996,1.010750516,0.963838048
2997,1.010750516,0.963838048
2998,1.010750516,0.963838048
2999,1.010750516,0.963838048
3000,1.010750516,0.963838048
3001,1.010750516,0.963838048
3002,1.010750516,0.963838048
3003,1.010750516,0.963838048
3004,1.010750516,0.963838048
3005,1.010750516,0.963838048
3006,1.010750516,0.963838048
3007,1.010750516,0.963838048
3008,1.010750516,0.963838048
3009,1.010750516,0.963838048
3010,1.010750516,0.963838048
3011,1.010750516,0.963838048
3012,1.010750516,0.963838048
3013,1.010750516,0.963838048
3014,1.010750516,0.963838048
3015,1.010750516,0.963838048
3016,1.010750516,0.963838048
3017,1.010750516,0.963838048
3018,1.010750516,0.963838048
3019,1.010750516,0.963838048
3020,1.010750516,0.963838048
3021,1.010750516,0.963838048
3022,1.010750516,0.963838048
3023,1.010750516,0.963838048
3024,1.010750516,0.963838048
3025,1.010750516,0.963838048
3026,1.010750516,0.963838048
3027,1.010750516,0.963838048
3028,1.010750516,0.963838048
3029,1.010750516,0.963838048
3030,1.010750516,0.963838048
3031,1.010750516,0.963838048
3032,1.010750516,0.963838048
3033,1.010750516,0.963838048
3034,1.010750516,0.963838048
3035,1.010750516,0.963838048
3036,1.010750516,0.963838048
3037,1.010750516,0.963838048
3038,1.010750516,0.963838048
3039,1.010750516,0.963838048
3040,1.010750516,0.963838048
3041,1.010750516,0.963838048
3042,1.010750516,0.963838048
3043,1.010750516,0.963838048
3044,1.010750516,0.963838048
3045,1.010750516,0.963838048
3046,1.010750516,0.963838048
3047,1.010750516,0.963838048
3048,1.010750516,0.963838048
3049,1.010750516,0.963838048
3050,1.010750516,0.963838048
3051,1.010750516,0.963838048
3052,1.010750516,0.963838048
3053,1.010750516,0.963838048
3054,1.010750516,0.963838048
3055,1.010750516,0.963838048
3056,1.010750516,0.963838048
3057,1.010750516,0.963838048
3058,1.010750516,0.963838048
3059,1.010750516,0.963838048
3060,1.010750516,0.963838048
3061,1.010750516,0.963838048
3062,1.010750516,0.963838048
3063,1.010750516,0.963838048
3064,1.010750516,0.963838048
3065,1.010750516,0.963838048
3066,1.010750516,0.963838048
3067,1.010750516,0.963838048
3068,1.010750516,0.963838048
3069,1.010750516,0.963838048
3070,1.010750516,0.963838048
3071,1.010750516,0.963838048
3072,1.010750516,0.963838048
3073,1.010750516,0.963838048
3074,1.010750516,0.963838048
3075,1.010750516,0.963838048
3076,1.010750516,0.963838048
3077,1.010750516,0.963838048
3078,1.010750516,0.963838048
3079,1.010750516,0.963838048
3080,1.010750516,0.963838048
3081,1.010750516,0.963838048
3082,1.010750516,0.963838048
3083,1.010750516,0.963838048
3084,1.010750516,0.963838048
3085,1.010750516,0.963838048
3086,1.010750516,0.963838048
3087,1.010750516,0.963838048
3088,1.010750516,0.963838048
3089,1.010750516,0.963838048
3090,1.010750516,0.963838048
3091,1.010750516,0.963838048
3092,1.010750516,0.963838048
3093,1.010750516,0.963838048
3094,1.010750516,0.963838048
3095,1.010750516,0.963838048
3096,1.010750516,0.963838048
3097,1.010750516,0.963838048
3098,1.010750516,0.963838048
3099,1.010750516,0.963838048
3100,1.010750516,0.963838048
3101,1.010750516,0.963838048
3102,1.010750516,0.963838048
3103,1.010750516,0.963838048
3104,1.010750516,0.963838048
3105,1.010750516,0.963838048
3106,1.010750516,0.963838048
3107,1.010750516,0.963838048
3108,1.010750516,0.963838048
3109,1.010750516,0.963838048
3110,1.010750516,0.963838048
3111,1.010750516,0.963838048
3112,1.010750516,0.963838048
3113,1.010750516,0.963838048
3114,1.010750516,0.963838048
3115,1.010750516,0.963838048
3116,1.010750516,0.963838048
3117,1.010750516,0.963838048
3118,1.010750516,0.963838048
3119,1.010750516,0.963838048
3120,1.010750516,0.963838048
3121,1.010750516,0.963838048
3122,1.010750516,0.963838048
3123,1.010750516,0.963838048
3124,1.010750516,0.963838048
3125,1.010750516,0.963838048
3126,1.010750516,0.963838048
3127,1.010750516,0.963838048
3128,1.010750516,0.963838048
3129,1.010750516,0.963838048
3130,1.010750516,0.963838048
3131,1.010750516,0.963838048
3132,1.010750516,0.963838048
3133,1.010750516,0.963838048
3134,1.010750516,0.963838048
3135,1.010750516,0.963838048
3136,1.010750516,0.963838048
3137,1.010750516,0.963838048
3138,1.010750516,0.963838048
3139,1.010750516,0.963838048
3140,1.010750516,0.963838048
3141,1.010750516,0.963838048
3142,1.010750516,0.963838048
3143,1.010750516,0.963838048
3144,1.010750516,0.963838048
3145,1.010750516,0.963838048
3146,1.010750516,0.963838048
3147,1.010750516,0.963838048
3148,1.010750516,0.963838048
3149,1.010750516,0.963838048
3150,1.010750516,0.963838048
3151,1.010750516,0.963838048
3152,1.010750516,0.963838048
3153,1.010750516,0.963838048
3154,1.010750516,0.963838048
3155,1.010750516,0.963838048
3156,1.010750516,0.963838048
3157,1.010750516,0.963838048
3158,1.010750516,0.963838048
3159,1.010750516,0.963838048
3160,1.010750516,0.963838048
3161,1.010750516,0.963838048
3162,1.010750516,0.963838048
3163,1.010750516,0.963838048
3164,1.010750516,0.963838048
3165,1.010750516,0.963838048
3166,1.010750516,0.963838048
3167,1.010750516,0.963838048
3168,1.010750516,0.963838048
3169,1.010750516,0.963838048
3170,1.010750516,0.963838048
3171,1.010750516,0.963838048
3172,1.010750516,0.963838048
3173,1.010750516,0.963838048
3174,1.010750516,0.963838048
3175,1.010750516,0.963838048
3176,1.010750516,0.963838048
3177,1.010750516,0.963838048
3178,1.010750516,0.963838048
3179,1.010750516,0.963838048
3180,1.010750516,0.963838048
3181,1.010750516,0.963838048
3182,1.010750516,0.963838048
3183,1.010750516,0.963838048
3184,1.010750516,0.963838048
3185,1.010750516,0.963838048
3186,1.010750516,0.963838048
3187,1.010750516,0.963838048
3188,1.010750516,0.963838048
3189,1.010750516,0.963838048
3190,1.010750516,0.963838048
3191,1.010750516,0.963838048
3192,1.010750516,0.963838048
3193,1.010750516,0.963838048
3194,1.010750516,0.963838048
3195,1.010750516,0.963838048
3196,1.010750516,0.963838048
3197,1.010750516,0.963838048
3198,1.010750516,0.963838048
3199,1.010750516,0.963838048
3200,1.010750516,0.963838048
3201,1.010750516,0.963838048
3202,1.010750516,0.963838048
3203,1.010750516,0.963838048
3204,1.010750516,0.963838048
3205,1.010750516,0.963838048
3206,1.010750516,0.963838048
3207,1.010750516,0.963838048
3208,1.010750516,0.963838048
3209,1.010750516,0.963838048
3210,1.010750516,0.963838048
3211,1.010750516,0.963838048
3212,1.010750516,0.963838048
3213,1.010750516,0.963838048
3214,1.010750516,0.963838048
3215,1.010750516,0.963838048
3216,1.010750516,0.963838048
3217,1.010750516,0.963838048
3218,1.010750516,0.963838048
3219,1.010750516,0.963838048
3220,1.010750516,0.963838048
3221,1.010750516,0.963838048
3222,1.010750516,0.963838048
3223,1.010750516,0.963838048
3224,1.010750516,0.963838048
3225,1.010750516,0.963838048
3226,1.010750516,0.963838048
3227,1.010750516,0.963838048
3228,1.010750516,0.963838048
3229,1.010750516,0.963838048
3230,1.010750516,0.963838048
3231,1.010750516,0.963838048
3232,1.010750516,0.963838048
3233,1.010750516,0.963838048
3234,1.010750516,0.963838048
3235,1.010750516,0.963838048
3236,1.010750516,0.963838048
3237,1.010750516,0.963838048
3238,1.010750516,0.963838048
3239,1.010750516,0.963838048
3240,1.010750516,0.963838048
3241,1.010750516,0.963838048
3242,1.010750516,0.963838048
3243,1.010750516,0.963838048
3244,1.010750516,0.963838048
3245,1.010750516,0.963838048
3246,1.010750516,0.963838048
3247,1.010750516,0.963838048
3248,1.010750516,0.963838048
3249,1.010750516,0.963838048
3250,1.010750516,0.963838048
3251,1.010750516,0.963838048
3252,1.010750516,0.963838048
3253,1.010750516,0.963838048
3254,1.010750516,0.963838048
3255,1.010750516,0.963838048
3256,1.010750516,0.963838048
3257,1.010750516,0.963838048
3258,1.010750516,0.963838048
3259,1.010750516,0.963838048
3260,1.010750516,0.963838048
3261,1.010750516,0.963838048
3262,1.010750516,0.963838048
3263,1.010750516,0.963838048
3264,1.010750516,0.963838048
3265,1.010750516,0.963838048
3266,1.010750516,0.963838048
3267,1.010750516,0.963838048
3268,1.010750516,0.963838048
3269,1.010750516,0.963838048
3270,1.010750516,0.963838048
3271,1.010750516,0.963838048
3272,1.010750516,0.963838048
3273,1.010750516,0.963838048
3274,1.010750516,0.963838048
3275,1.010750516,0.963838048
3276,1.010750516,0.963838048
3277,1.010750516,0.963838048
3278,1.010750516,0.963838048
3279,1.010750516,0.963838048
3280,1.010750516,0.963838048
3281,1.010750516,0.963838048
3282,1.010750516,0.963838048
3283,1.010750516,0.963838048
3284,1.010750516,0.963838048
3285,1.010750516,0.963838048
3286,1.010750516,0.963838048
3287,1.010750516,0.963838048
3288,1.010750516,0.963838048
3289,1.010750516,0.963838048
3290,1.010750516,0.963838048
3291,1.010750516,0.963838048
3292,1.010750516,0.963838048
3293,1.010750516,0.963838048
3294,1.010750516,0.963838048
3295,1.010750516,0.963838048
3296,1.010750516,0.963838048
3297,1.010750516,0.963838048
3298,1.010750516,0.963838048
3299,1.010750516,0.963838048
3300,1.010750516,0.963838048
3301,1.010750516,0.963838048
3302,1.010750516,0.963838048
3303,1.010750516,0.963838048
3304,1.010750516,0.963838048
3305,1.010750516,0.963838048
3306,1.010750516,0.963838048
3307,1.010750516,0.963838048
3308,1.010750516,0.963838048
3309,1.010750516,0.963838048
3310,1.010750516,0.963838048
3311,1.010750516,0.963838048
3312,1.010750516,0.963838048
3313,1.010750516,0.963838048
3314,1.010750516,0.963838048
3315,1.010750516,0.963838048
3316,1.010750516,0.963838048
3317,1.010750516,0.963838048
3318,1.010750516,0.963838048
3319,1.010750516,0.963838048
3320,1.010750516,0.963838048
3321,1.010750516,0.963838048
3322,1.010750516,0.963838048
3323,1.010750516,0.963838048
3324,1.010750516,0.963838048
3325,1.010750516,0.963838048
3326,1.010750516,0.963838048
3327,1.010750516,0.963838048
3328,1.010750516,0.963838048
3329,1.010750516,0.963838048
3330,1.010750516,0.963838048
3331,1.010750516,0.963838048
3332,1.010750516,0.963838048
3333,1.010750516,0.963838048
3334,1.010750516,0.963838048
3335,1.010750516,0.963838048
3336,1.010750516,0.963838048
3337,1.010750516,0.963838048
3338,1.010750516,0.963838048
3339,1.010750516,0.963838048
3340,1.010750516,0.963838048
3341,1.010750516,0.963838048
3342,1.010750516,0.963838048
3343,1.010750516,0.963838048
3344,1.010750516,0.963838048
3345,1.010750516,0.963838048
3346,1.010750516,0.963838048
3347,1.010750516,0.963838048
3348,1.010750516,0.963838048
3349,1.010750516,0.963838048
3350,1.010750516,0.963838048
3351,1.010750516,0.963838048
3352,1.010750516,0.963838048
3353,1.010750516,0.963838048
3354,1.010750516,0.963838048
3355,1.010750516,0.963838048
3356,1.010750516,0.963838048
3357,1.010750516,0.963838048
3358,1.010750516,0.963838048
3359,1.010750516,0.963838048
3360,1.010750516,0.963838048
3361,1.010750516,0.963838048
3362,1.010750516,0.963838048
3363,1.010750516,0.963838048
3364,1.010750516,0.963838048
3365,1.010750516,0.963838048
3366,1.010750516,0.963838048
3367,1.010750516,0.963838048
3368,1.010750516,0.963838048
3369,1.010750516,0.963838048
3370,1.010750516,0.963838048
3371,1.010750516,0.963838048
3372,1.010750516,0.963838048
3373,1.010750516,0.963838048
3374,1.010750516,0.963838048
3375,1.010750516,0.963838048
3376,1.010750516,0.963838048
3377,1.010750516,0.963838048
3378,1.010750516,0.963838048
3379,1.010750516,0.963838048
3380,1.010750516,0.963838048
3381,1.010750516,0.963838048
3382,1.010750516,0.963838048
3383,1.010750516,0.963838048
3384,1.010750516,0.963838048
3385,1.010750516,0.963838048
3386,1.010750516,0.963838048
3387,1.010750516,0.963838048
3388,1.010750516,0.963838048
3389,1.010750516,0.963838048
3390,1.010750516,0.963838048
3391,1.010750516,0.963838048
3392,1.010750516,0.963838048
3393,1.010750516,0.963838048
3394,1.010750516,0.963838048
3395,1.010750516,0.963838048
3396,1.010750516,0.963838048
3397,1.010750516,0.963838048
3398,1.010750516,0.963838048
3399,1.010750516,0.963838048
3400,1.010750516,0.963838048
3401,1.010750516,0.963838048
3402,1.010750516,0.963838048
3403,1.010750516,0.963838048
3404,1.010750516,0.963838048
3405,1.010750516,0.963838048
3406,1.010750516,0.963838048
3407,1.010750516,0.963838048
3408,1.010750516,0.963838048
3409,1.010750516,0.963838048
3410,1.010750516,0.963838048
3411,1.010750516,0.963838048
3412,1.010750516,0.963838048
3413,1.010750516,0.963838048
3414,1.010750516,0.963838048
3415,1.010750516,0.963838048
3416,1.010750516,0.963838048
3417,1.010750516,0.963838048
3418,1.010750516,0.963838048
3419,1.010750516,0.963838048
3420,1.010750516,0.963838048
3421,1.010750516,0.963838048
3422,1.010750516,0.963838048
3423,1.010750516,0.963838048
3424,1.010750516,0.963838048
3425,1.010750516,0.963838048
3426,1.010750516,0.963838048
3427,1.010750516,0.963838048
3428,1.010750516,0.963838048
3429,1.010750516,0.963838048
3430,1.010750516,0.963838048
3431,1.010750516,0.963838048
3432,1.010750516,0.963838048
3433,1.010750516,0.963838048
3434,1.010750516,0.963838048
3435,1.010750516,0.963838048
3436,1.010750516,0.963838048
3437,1.010750516,0.963838048
3438,1.010750516,0.963838048
3439,1.010750516,0.963838048
3440,1.010750516,0.963838048
3441,1.010750516,0.963838048
3442,1.010750516,0.963838048
3443,1.010750516,0.963838048
3444,1.010750516,0.963838048
3445,1.010750516,0.963838048
3446,1.010750516,0.963838048
3447,1.010750516,0.963838048
3448,1.010750516,0.963838048
3449,1.010750516,0.963838048
3450,1.010750516,0.963838048
3451,1.010750516,0.963838048
3452,1.010750516,0.963838048
3453,1.010750516,0.963838048
3454,1.010750516,0.963838048
3455,1.010750516,0.963838048
3456,1.010750516,0.963838048
3457,1.010750516,0.963838048
3458,1.010750516,0.963838048
3459,1.010750516,0.963838048
3460,1.010750516,0.963838048
3461,1.010750516,0.963838048
3462,1.010750516,0.963838048
3463,1.010750516,0.963838048
3464,1.010750516,0.963838048
3465,1.010750516,0.963838048
3466,1.010750516,0.963838048
3467,1.010750516,0.963838048
3468,1.010750516,0.963838048
3469,1.010750516,0.963838048
3470,1.010750516,0.963838048
3471,1.010750516,0.963838048
3472,1.010750516,0.963838048
3473,1.010750516,0.963838048
3474,1.010750516,0.963838048
3475,1.010750516,0.963838048
3476,1.010750516,0.963838048
3477,1.010750516,0.963838048
3478,1.010750516,0.963838048
3479,1.010750516,0.963838048
3480,1.010750516,0.963838048
3481,1.010750516,0.963838048
3482,1.010750516,0.963838048
3483,1.010750516,0.963838048
3484,1.010750516,0.963838048
3485,1.010750516,0.963838048
3486,1.010750516,0.963838048
3487,1.010750516,0.963838048
3488,1.010750516,0.963838048
3489,1.010750516,0.963838048
3490,1.010750516,0.963838048
3491,1.010750516,0.963838048
3492,1.010750516,0.963838048
3493,1.010750516,0.963838048
3494,1.010750516,0.963838048
3495,1.010750516,0.963838048
3496,1.010750516,0.963838048
3497,1.010750516,0.963838048
3498,1.010750516,0.963838048
3499,1.010750516,0.963838048
3500,1.010750516,0.963838048
3501,1.010750516,0.963838048
3502,1.010750516,0.963838048
3503,1.010750516,0.963838048
3504,1.010750516,0.963838048
3505,1.010750516,0.963838048
3506,1.010750516,0.963838048
3507,1.010750516,0.963838048
3508,1.010750516,0.963838048
3509,1.010750516,0.963838048
3510,1.010750516,0.963838048
3511,1.010750516,0.963838048
3512,1.010750516,0.963838048
3513,1.010750516,0.963838048
3514,1.010750516,0.963838048
3515,1.010750516,0.963838048
3516,1.010750516,0.963838048
3517,1.010750516,0.963838048
3518,1.010750516,0.963838048
3519,1.010750516,0.963838048
3520,1.010750516,0.963838048
3521,1.010750516,0.963838048
3522,1.010750516,0.963838048
3523,1.010750516,0.963838048
3524,1.010750516,0.963838048
3525,1.010750516,0.963838048
3526,1.010750516,0.963838048
3527,1.010750516,0.963838048
3528,1.010750516,0.963838048
3529,1.010750516,0.963838048
3530,1.010750516,0.963838048
3531,1.010750516,0.963838048
3532,1.010750516,0.963838048
3533,1.010750516,0.963838048
3534,1.010750516,0.963838048
3535,1.010750516,0.963838048
3536,1.010750516,0.963838048
3537,1.010750516,0.963838048
3538,1.010750516,0.963838048
3539,1.010750516,0.963838048
3540,1.010750516,0.963838048
3541,1.010750516,0.963838048
3542,1.010750516,0.963838048
3543,1.010750516,0.963838048
3544,1.010750516,0.963838048
3545,1.010750516,0.963838048
3546,1.010750516,0.963838048
3547,1.010750516,0.963838048
3548,1.010750516,0.963838048
3549,1.010750516,0.963838048
3550,1.010750516,0.963838048
3551,1.010750516,0.963838048
3552,1.010750516,0.963838048
3553,1.010750516,0.963838048
3554,1.010750516,0.963838048
3555,1.010750516,0.963838048
3556,1.010750516,0.963838048
3557,1.010750516,0.963838048
3558,1.010750516,0.963838048
3559,1.010750516,0.963838048
3560,1.010750516,0.963838048
3561,1.010750516,0.963838048
3562,1.010750516,0.963838048
3563,1.010750516,0.963838048
3564,1.010750516,0.963838048
3565,1.010750516,0.963838048
3566,1.010750516,0.963838048
3567,1.010750516,0.963838048
3568,1.010750516,0.963838048
3569,1.010750516,0.963838048
3570,1.010750516,0.963838048
3571,1.010750516,0.963838048
3572,1.010750516,0.963838048
3573,1.010750516,0.963838048
3574,1.010750516,0.963838048
3575,1.010750516,0.963838048
3576,1.010750516,0.963838048
3577,1.010750516,0.963838048
3578,1.010750516,0.963838048
3579,1.010750516,0.963838048
3580,1.010750516,0.963838048
3581,1.010750516,0.963838048
3582,1.010750516,0.963838048
3583,1.010750516,0.963838048
3584,1.010750516,0.963838048
3585,1.010750516,0.963838048
3586,1.010750516,0.963838048
3587,1.010750516,0.963838048
3588,1.010750516,0.963838048
3589,1.010750516,0.963838048
3590,1.010750516,0.963838048
3591,1.010750516,0.963838048
3592,1.010750516,0.963838048
3593,1.010750516,0.963838048
3594,1.010750516,0.963838048
3595,1.010750516,0.963838048
3596,1.010750516,0.963838048
3597,1.010750516,0.963838048
3598,1.010750516,0.963838048
3599,1.010750516,0.963838048
3600,1.010750516,0.963838048
3601,1.010750516,0.963838048
3602,1.010750516,0.963838048
3603,1.010750516,0.963838048
3604,1.010750516,0.963838048
3605,1.010750516,0.963838048
3606,1.010750516,0.963838048
3607,1.010750516,0.963838048
3608,1.010750516,0.963838048
3609,1.010750516,0.963838048
3610,1.010750516,0.963838048
3611,1.010750516,0.963838048
3612,1.010750516,0.963838048
3613,1.010750516,0.963838048
3614,1.010750516,0.963838048
3615,1.010750516,0.963838048
3616,1.010750516,0.963838048
3617,1.010750516,0.963838048
3618,1.010750516,0.963838048
3619,1.010750516,0.963838048
3620,1.010750516,0.963838048
3621,1.010750516,0.963838048
3622,1.010750516,0.963838048
3623,1.010750516,0.963838048
3624,1.010750516,0.963838048
3625,1.010750516,0.963838048
3626,1.010750516,0.963838048
3627,1.010750516,0.963838048
3628,1.010750516,0.963838048
3629,1.010750516,0.963838048
3630,1.010750516,0.963838048
3631,1.010750516,0.963838048
3632,1.010750516,0.963838048
3633,1.010750516,0.963838048
3634,1.010750516,0.963838048
3635,1.010750516,0.963838048
3636,1.010750516,0.963838048
3637,1.010750516,0.963838048
3638,1.010750516,0.963838048
3639,1.010750516,0.963838048
3640,1.010750516,0.963838048
3641,1.010750516,0.963838048
3642,1.010750516,0.963838048
3643,1.010750516,0.963838048
3644,1.010750516,0.963838048
3645,1.010750516,0.963838048
3646,1.010750516,0.963838048
3647,1.010750516,0.963838048
3648,1.010750516,0.963838048
3649,1.010750516,0.963838048
3650,1.010750516,0.963838048
3651,1.010750516,0.963838048
3652,1.010750516,0.963838048
3653,1.010750516,0.963838048
3654,1.010750516,0.963838048
3655,1.010750516,0.963838048
3656,1.010750516,0.963838048
3657,1.010750516,0.963838048
3658,1.010750516,0.963838048
3659,1.010750516,0.963838048
3660,1.010750516,0.963838048
3661,1.010750516,0.963838048
3662,1.010750516,0.963838048
3663,1.010750516,0.963838048
3664,1.010750516,0.963838048
3665,1.010750516,0.963838048
3666,1.010750516,0.963838048
3667,1.010750516,0.963838048
3668,1.010750516,0.963838048
3669,1.010750516,0.963838048
3670,1.010750516,0.963838048
3671,1.010750516,0.963838048
3672,1.010750516,0.963838048
3673,1.010750516,0.963838048
3674,1.010750516,0.963838048
3675,1.010750516,0.963838048
3676,1.010750516,0.963838048
3677,1.010750516,0.963838048
3678,1.010750516,0.963838048
3679,1.010750516,0.963838048
3680,1.010750516,0.963838048
3681,1.010750516,0.963838048
3682,1.010750516,0.963838048
3683,1.010750516,0.963838048
3684,1.010750516,0.963838048
3685,1.010750516,0.963838048
3686,1.010750516,0.963838048
3687,1.010750516,0.963838048
3688,1.010750516,0.963838048
3689,1.010750516,0.963838048
3690,1.010750516,0.963838048
3691,1.010750516,0.963838048
3692,1.010750516,0.963838048
3693,1.010750516,0.963838048
3694,1.010750516,0.963838048
3695,1.010750516,0.963838048
3696,1.010750516,0.963838048
3697,1.010750516,0.963838048
3698,1.010750516,0.963838048
3699,1.010750516,0.963838048
3700,1.010750516,0.963838048
3701,1.010750516,0.963838048
3702,1.010750516,0.963838048
3703,1.010750516,0.963838048
3704,1.010750516,0.963838048
3705,1.010750516,0.963838048
3706,1.010750516,0.963838048
3707,1.010750516,0.963838048
3708,1.010750516,0.963838048
3709,1.010750516,0.963838048
3710,1.010750516,0.963838048
3711,1.010750516,0.963838048
3712,1.010750516,0.963838048
3713,1.010750516,0.963838048
3714,1.010750516,0.963838048
3715,1.010750516,0.963838048
3716,1.010750516,0.963838048
3717,1.010750516,0.963838048
3718,1.010750516,0.963838048
3719,1.010750516,0.963838048
3720,1.010750516,0.963838048
3721,1.010750516,0.963838048
3722,1.010750516,0.963838048
3723,1.010750516,0.963838048
3724,1.010750516,0.963838048
3725,1.010750516,0.963838048
3726,1.010750516,0.963838048
3727,1.010750516,0.963838048
3728,1.010750516,0.963838048
