balls_faced_host,run_factor_smooth,wkt_factor_smooth
895,1.010750516,0.963838048
896,1.010750516,0.963838048
897,1.010750516,0.963838048
898,1.010750516,0.963838048
899,1.010750516,0.963838048
900,1.010750516,0.963838048
901,1.010750516,0.963838048
902,1.010750516,0.963838048
903,1.010750516,0.963838048
904,1.010750516,0.963838048
905,1.010750516,0.963838048
906,1.010750516,0.963838048
907,1.010750516,0.963838048
908,1.010750516,0.963838048
909,1.010750516,0.963838048
910,1.010750516,0.963838048
911,1.010750516,0.963838048
912,1.010750516,0.963838048
913,1.010750516,0.963838048
914,1.010750516,0.963838048
915,1.010750516,0.963838048
916,1.010750516,0.963838048
917,1.010750516,0.963838048
918,1.010750516,0.963838048
919,1.010750516,0.963838048
920,1.010750516,0.963838048
921,1.010750516,0.963838048
922,1.010750516,0.963838048
923,1.010750516,0.963838048
924,1.010750516,0.963838048
925,1.010750516,0.963838048
926,1.010750516,0.963838048
927,1.010750516,0.963838048
928,1.010750516,0.963838048
929,1.010750516,0.963838048
930,1.010750516,0.963838048
931,1.010750516,0.963838048
932,1.010750516,0.963838048
933,1.010750516,0.963838048
934,1.010750516,0.963838048
935,1.010750516,0.963838048
936,1.010750516,0.963838048
937,1.010750516,0.963838048
938,1.010750516,0.963838048
939,1.010750516,0.963838048
940,1.010750516,0.963838048
941,1.010750516,0.963838048
942,1.010750516,0.963838048
943,1.010750516,0.963838048
944,1.010750516,0.963838048
945,1.010750516,0.963838048
946,1.010750516,0.963838048
947,1.010750516,0.963838048
948,1.010750516,0.963838048
949,1.010750516,0.963838048
950,1.010750516,0.963838048
951,1.010750516,0.963838048
952,1.010750516,0.963838048
953,1.010750516,0.963838048
954,1.010750516,0.963838048
955,1.010750516,0.963838048
956,1.010750516,0.963838048
957,1.010750516,0.963838048
958,1.010750516,0.963838048
959,1.010750516,0.963838048
960,1.010750516,0.963838048
961,1.010750516,0.963838048
962,1.010750516,0.963838048
963,1.010750516,0.963838048
964,1.010750516,0.963838048
965,1.010750516,0.963838048
966,1.010750516,0.963838048
967,1.010750516,0.963838048
968,1.010750516,0.963838048
969,1.010750516,0.963838048
970,1.010750516,0.963838048
971,1.010750516,0.963838048
972,1.010750516,0.963838048
973,1.010750516,0.963838048
974,1.010750516,0.963838048
975,1.010750516,0.963838048
976,1.010750516,0.963838048
977,1.010750516,0.963838048
978,1.010750516,0.963838048
979,1.010750516,0.963838048
980,1.010750516,0.963838048
981,1.010750516,0.963838048
982,1.010750516,0.963838048
983,1.010750516,0.963838048
984,1.010750516,0.963838048
985,1.010750516,0.963838048
986,1.010750516,0.963838048
