inningBallsRemainingOriginal,inningBallsRemaining,totalInningWickets,mean_hundred,count_hundred,mean_t20,count_t20,ratio_hundred_vs_t20,ratio_pred_constrained,mean_hundred_adj
15.0,17.0,1,24.623063360533926,7,28.360682078424794,28,0.8682112543148517,0.8691520518559609,28.329983583372535
15.0,17.0,2,23.444716485120534,12,27.247077921157963,86,0.8604488361269444,0.8691520518559609,26.974240508386764
15.0,17.0,3,22.13139628251666,31,26.64173858355445,164,0.8307039051940118,0.8691520518559609,25.463204321105785
15.0,17.0,4,21.79401169724196,38,25.97142392177157,206,0.8391535159137836,0.8691520518559609,25.075027609615244
15.0,17.0,5,20.70330307764546,30,24.34813688068084,191,0.8503033796426784,0.8691520518559609,23.820116438126398
15.0,17.0,6,19.99953666772399,12,22.67820340273508,182,0.8818836445091576,0.8691520518559609,23.01040033791278
15.0,17.0,7,13.795564403531579,12,20.61454676551634,101,0.6692150237621795,0.8691520518559609,15.872440701339828
15.0,17.0,8,11.464621416799295,7,16.266811591603844,44,0.7047860210489428,0.8691520518559609,13.190582007277197
16.0,18.0,1,25.907971124141426,7,29.861273341193613,31,0.867611063604625,0.8701655602492545,29.773611261654874
16.0,18.0,2,26.29111981400013,13,28.44782469136462,93,0.9241873534879045,0.8701655602492545,30.213928262650583
16.0,18.0,3,24.04842054057877,37,28.23817138176505,168,0.8516281105974223,0.8701655602492545,27.636603468528705
16.0,18.0,4,22.026209099095933,37,26.962336140331416,200,0.8169250981983044,0.8701655602492545,25.312664744840784
16.0,18.0,5,22.230714660155662,29,25.781208097410378,193,0.8622836670865184,0.8701655602492545,25.547683884188416
16.0,18.0,6,20.489011390006006,11,24.219555605755605,179,0.8459697495496961,0.8701655602492545,23.546107000760905
16.0,18.0,7,15.135907088126848,12,20.773333176042577,99,0.7286219770249848,0.8701655602492545,17.39428423688849
17.0,19.0,1,29.775796112028193,8,30.866455012823867,35,0.9646652360842038,0.8711790686425481,34.178732230589716
17.0,19.0,2,28.95774980744886,14,30.87326000023571,94,0.9379556874534071,0.8711790686425481,33.23972171710941
17.0,19.0,3,25.905418237101067,39,29.224188994547188,187,0.8864375412414232,0.8711790686425481,29.736042989951898
17.0,19.0,4,23.45623315240222,37,28.71531212935233,186,0.8168545425081984,0.8711790686425481,26.92469779944461
17.0,19.0,5,23.4074458988231,26,26.936867514172512,202,0.8689743113785428,0.8711790686425481,26.868696392460464
17.0,19.0,6,23.335440386875884,10,25.09698867856865,163,0.929810372301876,0.8711790686425481,26.7860434517058
17.0,19.0,7,16.228086428396946,13,21.607275484905514,96,0.7510473238393067,0.8711790686425481,18.62772765383722
18.0,20.0,1,29.534491408315493,7,32.20940176234238,36,0.9169524981009036,0.8721925770358417,33.86235125812336
18.0,20.0,2,29.96371949912252,13,31.871754909087038,106,0.9401339708024513,0.8721925770358417,34.35447662367711
18.0,20.0,3,26.758402610370002,42,30.445182862409634,183,0.8789043157105927,0.8721925770358417,30.679466112069875
18.0,20.0,4,24.61179993427704,37,30.17082727113925,197,0.8157482628200967,0.8721925770358417,28.218309330171756
18.0,20.0,5,24.88879042923598,25,27.995823383602957,203,0.8890179827257106,0.8721925770358417,28.535888844434872
18.0,20.0,6,22.994440040618578,10,25.159527058654227,169,0.9139456392408253,0.8721925770358417,26.363948336691298
18.0,20.0,7,17.898792337079925,13,23.411440178518422,82,0.7645318784575789,0.8721925770358417,20.521605902573963
19.0,21.0,1,33.002082158825104,7,34.14268444298991,37,0.9665930695616702,0.8732060854291354,37.79415044113704
19.0,21.0,2,31.006008684661342,14,32.93551349787983,108,0.9414156754124178,0.8732060854291354,35.508237061155505
19.0,21.0,3,28.94666875140827,40,31.842373440496942,191,0.9090612797912253,0.8732060854291354,33.14987061408589
