ord,totalInningWickets,inningBallsRemaining,predictedBallsFacedToCome,R19,inningNumber,fxbRunsAdjustRatio,fxbWktsAdjustRatio
3.0,1.0,1.0,2.695690438325932,6,1,1.0031686951599652,1.00893323502989
3.0,1.0,1.0,2.695690438325932,6,2,1.0031686951599652,1.0925009759151667
3.0,1.0,1.0,2.695690438325932,7,1,1.0282015467791377,1.0104221075348714
3.0,1.0,1.0,2.695690438325932,7,2,1.0282015467791377,1.107917805234361
3.0,1.0,1.0,2.695690438325932,8,1,1.0532343983983097,1.0119109800398531
3.0,1.0,1.0,2.695690438325932,8,2,1.0532343983983097,1.1233346345535558
3.0,1.0,1.0,2.695690438325932,9,1,1.0782672500174817,1.013399852544835
3.0,1.0,1.0,2.695690438325932,9,2,1.0782672500174817,1.13875146387275
3.0,1.0,1.0,2.695690438325932,10,1,1.0782672500174817,1.013399852544835
3.0,1.0,1.0,2.695690438325932,10,2,1.0782672500174817,1.13875146387275
3.0,2.0,1.0,1.5624153169700365,0,1,0.6899968815159356,1.0
3.0,2.0,1.0,1.5624153169700365,0,2,0.6899968815159356,1.0
3.0,2.0,1.0,1.5624153169700365,1,1,0.7557734091173569,1.0014888725049818
3.0,2.0,1.0,1.5624153169700365,1,2,0.7557734091173569,1.0154168293191943
3.0,2.0,1.0,1.5624153169700365,2,1,0.8215499367187782,1.0029777450099635
3.0,2.0,1.0,1.5624153169700365,2,2,0.8215499367187782,1.0308336586383886
3.0,2.0,1.0,1.5624153169700365,3,1,0.8873264643201995,1.0044666175149448
3.0,2.0,1.0,1.5624153169700365,3,2,0.8873264643201995,1.0462504879575834
3.0,2.0,1.0,1.5624153169700365,4,1,0.9531029919216207,1.0059554900199266
3.0,2.0,1.0,1.5624153169700365,4,2,0.9531029919216207,1.0616673172767777
3.0,2.0,1.0,1.5624153169700365,5,1,0.978135843540793,1.0074443625249083
3.0,2.0,1.0,1.5624153169700365,5,2,0.978135843540793,1.0770841465959724
3.0,2.0,1.0,1.5624153169700365,6,1,1.0031686951599652,1.00893323502989
3.0,2.0,1.0,1.5624153169700365,6,2,1.0031686951599652,1.0925009759151667
