ballsremaining,wickets,wkt_value_sum_smooth
61,1,8.806691494596691
60,1,8.487355003036932
59,1,8.17290951088884
58,1,7.86331092218855
57,1,7.558518304595669
56,1,7.258494443527319
55,1,6.963206396292286
54,1,6.672626046225005
53,1,6.386730656819672
52,1,6.10550342586436
51,1,5.828934039574982
50,1,5.557019226729482
49,1,5.289763312801838
48,1,5.027178774096134
47,1,4.769286791880674
46,1,4.516117806522006
45,1,4.267712071619048
44,1,4.024120208137099
43,1,3.785403758541973
42,1,3.5516357409340102
41,1,3.322901203182207
40,1,3.099297777058249
39,1,2.880936232370596
38,1,2.66794103109857
37,1,2.4604508815263912
36,1,2.2586192923772845
35,1,2.062615126947541
34,1,1.872623157240588
33,1,1.6888446181010472
32,1,1.5114977613488476
31,1,1.3408184099132503
30,1,1.177060511966964
29,1,1.020496695060177
28,1,0.8714188202546591
27,1,0.7301385362578241
26,1,0.5969878335568044
25,1,0.4723195985525139
24,1,0.3565081676937378
23,1,0.2499498816111902
22,1,0.1530636392515862
21,1,0.0662914520117325
20,1,0.0
19,1,0.0
18,1,0.0
17,1,0.0
16,1,0.0
15,1,0.0
14,1,0.0
13,1,0.0
12,1,0.0
11,1,0.0
10,1,0.0
9,1,0.0087826048951491
8,1,0.1052408601185739
7,1,0.2207384523558042
6,1,0.3561305758435176
5,1,0.5123044034136299
4,1,0.6901796406273673
3,1,0.8907090799093389
2,1,1.11487915468161
1,1,1.3637104934977728
116,2,36.577729756746585
115,2,36.0527293138646
114,2,35.526429027948176
113,2,34.999307251921046
112,2,34.47181773158486
111,2,33.944390159753475
110,2,33.4174307303869
109,2,32.89132269272544
108,2,32.36642690542362
107,2,31.84308239068445
106,2,31.32160688839336
105,2,30.802297410252343
104,2,30.285430793914035
103,2,29.77126425711575
102,2,29.260035951813457
101,2,28.751965518316112
100,2,28.24725463941949
99,2,27.74608759454037
98,2,27.248631813850547
97,2,26.755038432410974
96,2,26.26544284430573
95,2,25.7799652567763
94,2,25.29871124435536
93,2,24.82177230300106
92,2,24.34922640423109
91,2,23.881138549256555
90,2,23.417561323116335
89,2,22.95853544881093
88,2,22.504090341436623
87,2,22.054244662319583
86,2,21.60900687314984
85,2,21.16837579011544
84,2,20.732341138036485
83,2,20.30088410449929
82,2,19.873977893990222
81,2,19.451588282030063
80,2,19.033674169307897
79,2,18.620188135815248
78,2,18.211076994980104
77,2,17.80628234780108
76,2,17.40574113698139
75,2,17.009386201062966
74,2,16.617146828560557
73,2,16.22894931209574
72,2,15.844717502531068
71,2,15.464373363104016
70,2,15.087837523561234
69,2,14.715029834292476
68,2,14.345869920464692
67,2,13.980277736156198
66,2,13.618174118490591
65,2,13.259481341770996
64,2,12.904123671613991
63,2,12.55202791908376
62,2,12.203123994826122
61,2,11.857345463202652
60,2,11.514630096424728
59,2,11.1749204286876
58,2,10.838164310304432
57,2,10.504315461840449
56,2,10.17333402824696
55,2,9.84518713299541
54,2,9.519849432211522
53,2,9.197303668809315
52,2,8.877541226625155
51,2,8.560562684551922
50,2,8.246378370672971
49,2,7.935008916396274
48,2,7.626485810588498
47,2,7.320851953709017
46,2,7.018162211944038
45,2,6.71848397134066
44,2,6.421897691940934
43,2,6.128497461915966
42,2,5.838391551699935
41,2,5.551702968124234
40,2,5.26857000855148
39,2,4.989146815009619
38,2,4.713603928326007
37,2,4.44212884226145
36,2,4.174926557644316
35,2,3.91222013650456
34,2,3.65425125620785
33,2,3.4012807635895967
32,2,3.1535892290890377
31,2,2.911477500883328
30,2,2.6752672590215845
29,2,2.44530156955898
28,2,2.2219454386908115
27,2,2.0055863668865648
26,2,1.7966349030239763
25,2,1.595525198523147
24,2,1.402715561480572
23,2,1.2186890108032342
22,2,1.0439538303426668
21,2,0.8790441230290336
20,2,0.7245203650052048
19,2,0.5809699597608118
18,2,0.4490077922663347
17,2,0.329276783107177
16,2,0.2224484426177269
15,2,0.1292234250154367
14,2,0.0503320825348909
13,2,0.0
12,2,0.0
11,2,0.0
10,2,0.0
9,2,0.0
8,2,0.0
7,2,0.0
6,2,0.0330951350635988
5,2,0.1212471884282568
4,2,0.2327917396988774
3,2,0.3688223921473126
2,2,0.5304690966714167
1,2,0.7188987059291223
111,3,36.721138980999896
110,3,36.12809175385418
109,3,35.54120929233275
108,3,34.960651268859706
107,3,34.386558226036016
106,3,33.81905213077384
105,3,33.258236928430364
104,3,32.70419909694184
103,3,32.15700820095787
102,3,31.616717445975297
101,3,31.083364232472377
100,3,30.556970710042865
99,3,30.037544331529915
98,3,29.525078407160407
97,3,29.019552658678787
96,3,28.52093377348128
95,3,28.02917595875004
94,3,27.544221495586957
93,3,27.06600129314789
92,3,26.594435442776867
91,3,26.129433772139773
90,3,25.67089639935902
89,3,25.21871428714697
88,3,24.772769796940388
87,3,24.332937243034515
86,3,23.899083446716944
85,3,23.47106829040196
84,3,23.04874527176429
83,3,22.63196205787345
82,3,22.22056103932768
81,3,21.814379884388032
80,3,21.41325209311252
